epoch,train_loss,train_acc,valid_loss,valid_acc
0,2.3407752096038505,0.17235824465751648,2.235124179295131,0.20952381193637848
1,2.168136340379715,0.22892360389232635,2.2224454085032144,0.20148809254169464
2,2.1010741467523104,0.2679455280303955,2.091936026300703,0.26428571343421936
3,2.04715332865715,0.2734103202819824,2.1329486597151983,0.22440476715564728
4,2.073479511074184,0.2604449391365051,2.2226924215044295,0.23244047164916992
5,2.0112463296061813,0.28609004616737366,1.9660280715851557,0.3023809492588043
6,1.9187163889408112,0.3169499933719635,2.198263957386925,0.24434523284435272
7,1.9657849268037446,0.28975340723991394,2.1978931597300937,0.27886903285980225
8,1.9255292880535126,0.32356250286102295,2.032622910681225,0.31309524178504944
9,1.8514225158876585,0.34132280945777893,2.069296638170878,0.29404762387275696
10,1.853702987774764,0.34289541840553284,2.0187687476476035,0.30297619104385376
11,1.8722634598151924,0.3364690840244293,1.9005305085863387,0.3187499940395355
12,1.8593784144946508,0.3231968879699707,1.9480587244033813,0.2994047701358795
13,1.8403009577673308,0.3416089713573456,1.8813597985676356,0.3226190507411957
14,1.8388923898185652,0.33881011605262756,1.9173894950321742,0.33839285373687744
15,1.7910393146005008,0.3675742447376251,1.858996414002918,0.33839285373687744
16,1.761180863522067,0.385019987821579,2.291160759471712,0.24761904776096344
17,1.7536208388781307,0.3782166838645935,1.8022179887408303,0.38452380895614624
18,1.7710989713668823,0.36849749088287354,1.7781081256412326,0.3511904776096344
19,1.7437717700004578,0.38526785373687744,1.7751492659250896,0.36071428656578064
20,1.706374760830041,0.3958115577697754,1.9053005093619937,0.3434523940086365
21,1.726439508524808,0.39083853363990784,1.7574421053841,0.3747023940086365
22,1.6789571215408017,0.4055134654045105,1.7552859726406278,0.3931547999382019
23,1.684306297302246,0.39637500047683716,1.7449037177222115,0.38035714626312256
24,1.654720303988216,0.4089856743812561,1.6512850579761325,0.42321428656578064
25,1.6618703365325929,0.41449999809265137,1.8356407029288155,0.3136904835700989
26,1.6581913986984564,0.4146745204925537,1.8780719950085594,0.3449404835700989
27,1.6563959024390396,0.4035623073577881,1.7421253295171828,0.37886905670166016
28,1.6147154760360718,0.43439581990242004,1.8022999139059157,0.3732143044471741
29,1.6065807779236596,0.42766088247299194,1.7048516273498535,0.38898810744285583
30,1.60402385555968,0.4295003414154053,1.8783977996735346,0.37589287757873535
31,1.584813701171501,0.44904789328575134,1.7224129154568626,0.4032738208770752
32,1.5504162066123064,0.44428396224975586,1.7996535471507482,0.3821428418159485
33,1.5407518113360685,0.45574095845222473,1.7365391367957705,0.4077380895614624
34,1.5293258301262718,0.45772653818130493,1.6953967525845481,0.42351192235946655
35,1.526661470384881,0.4583767354488373,1.833975803284418,0.3422619104385376
36,1.5757928600116653,0.4408430755138397,1.8012362945647467,0.38779762387275696
37,1.4701790539723523,0.47788915038108826,1.6703566483088903,0.43214285373687744
38,1.5089912067339257,0.4617718458175659,1.71361243724823,0.40863096714019775
39,1.6266242549532937,0.43267861008644104,1.8712362022626967,0.3854166865348816
40,1.5782817305458916,0.4532265067100525,1.9062929167633964,0.369047611951828
41,1.6251171143615948,0.42922794818878174,1.6388552160490126,0.4077380895614624
42,1.6665093287750705,0.4182846248149872,1.7613602592831565,0.3794642984867096
43,1.593976428543312,0.45259660482406616,1.6818757624853224,0.412202388048172
44,1.5967717121044795,0.4342612326145172,1.853696536450159,0.3854166865348816
45,1.5659928430210461,0.46321767568588257,1.6303571036883764,0.4538690447807312
46,1.5237669105882998,0.4653303623199463,1.5442864142713093,0.4851190447807312
47,1.5421458422564542,0.4600822925567627,1.7186206579208374,0.3898809552192688
48,1.5457438097416776,0.45756760239601135,1.6208397433871315,0.443452388048172
49,1.5331607654904635,0.47125864028930664,1.602777674084618,0.4523809552192688
50,1.4867244150966266,0.4872630536556244,1.8880595564842224,0.386904776096344
51,1.4282931310349498,0.5065425038337708,1.6321897421564375,0.4404762089252472
52,1.4425664236810471,0.49138888716697693,1.5156831996781486,0.4836309552192688
53,1.4419339410612517,0.4979555904865265,1.5972817994299389,0.480654776096344
54,1.4566481597018692,0.5020636916160583,1.5361970492771693,0.4821428656578064
55,1.3873643947684247,0.5229166746139526,1.6173548911299025,0.4464285671710968
56,1.360076744077552,0.5344551801681519,1.705532478434699,0.4330357313156128
57,1.3739718619668693,0.5239400863647461,1.7493522053673154,0.4226190447807312
58,1.3245934518684903,0.5597609877586365,1.7275235241367703,0.4226190447807312
59,1.3691396006083085,0.5296609997749329,1.5466979770433336,0.4761904776096344
60,1.3996881823903242,0.5201793909072876,1.495103188923427,0.4895833432674408
61,1.3441971106962725,0.5425407886505127,1.4966636044638497,0.4821428656578064
62,1.2723454937775265,0.5603705644607544,1.5441038140228815,0.486607164144516
63,1.2452856489449493,0.5838498473167419,1.5522256663867406,0.4985119104385376
64,1.2656779056642113,0.5698678493499756,1.5500666314647311,0.4925595223903656
65,1.2953673543637259,0.5534539222717285,1.5304029143991924,0.455357164144516
66,1.3034731179074857,0.5597907900810242,1.4734128841332026,0.5089285969734192
67,1.2392067090302956,0.5805447697639465,1.4394167675858451,0.519345223903656
68,1.2025743326372351,0.598954975605011,1.745549704347338,0.4389880895614624
69,1.2282303154704128,0.5830039978027344,1.397062965801784,0.5223214626312256
70,1.162208497177723,0.6087693572044373,1.4298561740489233,0.5252976417541504
71,1.1336036607271105,0.6215550899505615,1.767308186917078,0.4211309552192688
72,1.1938224867547407,0.6008891463279724,1.4307854729039329,0.5282738208770752
73,1.1959806482831972,0.5920693874359131,1.606830446493058,0.4523809552192688
74,1.204926378555126,0.5782657861709595,1.4252200296946935,0.5178571343421936
75,1.1151876258663833,0.635084867477417,1.4581145374547868,0.5282738208770752
76,1.1074170034406776,0.6289944052696228,1.4368149822666532,0.523809552192688
77,1.1624896942851055,0.6113454103469849,1.3362212422348203,0.550595223903656
78,1.0949335229640105,0.6305102109909058,1.2840315131914048,0.5535714626312256
79,1.0926217993591056,0.6321314573287964,1.539797462168194,0.5044642686843872
80,1.086843802703647,0.6309546828269958,1.3453780554589772,0.5446428656578064
81,1.030143697678816,0.6575570106506348,1.4385613373347692,0.5133928656578064
82,1.0377335938800305,0.6614134907722473,1.321257960228693,0.550595223903656
83,1.0264812713502942,0.665093183517456,1.4029285396848405,0.5565476417541504
84,1.0073188839167575,0.6720216274261475,1.31942674943379,0.5297619104385376
85,1.0682131530516652,0.6401892900466919,1.3169480093887873,0.5520833730697632
86,0.9791567329926925,0.6754720211029053,1.2937970700718107,0.5625
87,1.0257988421355977,0.6527233719825745,1.3187749201343173,0.5357142686843872
88,1.0174865266204323,0.656753420829773,1.2611724791072665,0.555059552192688
89,0.9814349884236301,0.6764814257621765,1.4748018341405051,0.5386905074119568
90,0.9855846272292712,0.6742020845413208,1.3652541353589012,0.5758928656578064
91,0.9852948863197256,0.6756018400192261,1.351000352984383,0.5565476417541504
92,0.9600703414991825,0.6868156790733337,1.3088079790274303,0.5610119104385376
93,0.9567620383368598,0.6855413317680359,1.4307721668765658,0.581845223903656
94,0.9342184356848399,0.6906944513320923,1.3761134076686132,0.5669642686843872
95,0.9638677871524227,0.6751397848129272,1.398285475515184,0.5148809552192688
96,0.962914722005674,0.6747211813926697,1.4057002237864904,0.53125
97,0.9345748822951148,0.6928191184997559,1.2811923992066157,0.5833333730697632
98,0.9536687538369011,0.6884542107582092,1.2611368553979057,0.6011905074119568
99,0.9123246191223036,0.7054414749145508,1.5505757459572382,0.5208333134651184
100,0.9173532363885047,0.7014604806900024,1.4474885236649286,0.5372024178504944
101,0.8944378810413813,0.7114406824111938,1.411968083608718,0.5416666865348816
102,0.880992170902762,0.7062706351280212,1.4804260517869676,0.5565476417541504
103,0.8669986345823979,0.7033697366714478,1.3775061205739068,0.5610119104385376
104,0.8580089241978252,0.7174345254898071,1.4014260243801844,0.5520833730697632
105,0.8572305254758754,0.7207493185997009,1.307702002071199,0.5997024178504944
106,0.8439794526797783,0.721061110496521,1.3592365639550346,0.5892857313156128
107,0.8262730408866086,0.7239096164703369,1.2277519298451287,0.6071428656578064
108,0.8135476544353784,0.7309038639068604,1.2661178878375463,0.5997024178504944
109,0.8024136566025225,0.7455728650093079,1.2953248478117443,0.586309552192688
110,0.8005971406077104,0.7387630343437195,1.3596092334815435,0.5610119104385376
111,0.7774728040222998,0.743100643157959,1.3367839029857091,0.5892857313156128
112,0.8204917012645094,0.7314673662185669,1.376758764187495,0.5639880895614624
113,0.7805273891671708,0.7471628189086914,1.1952451368172963,0.6071428656578064
114,0.7777334191488996,0.7468652129173279,1.4551434900079454,0.5610119104385376
115,0.8032260466282065,0.7385585904121399,1.37868479461897,0.5699405074119568
116,0.8126359093492314,0.7383003830909729,1.1934189938363575,0.6264880895614624
117,0.7459038937945975,0.7558021545410156,1.321258498089654,0.5922619104385376
118,0.754964070845835,0.7528468370437622,1.4158155861355008,0.5610119104385376
